Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue
SRR32272077,WGS,300,5677532400,PRJNA1209100,SAMN46726938,Invertebrate,1918179439,PRINCETON UNIVERSITY,2020-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609213,Madagascar,Africa,Madagascar:Nosy be,Illumina NovaSeq 6000,NSB4,Outdoors,NSB4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:47:00Z,1,NSB4,SRP556564,whole body
SRR32272078,WGS,300,6999296100,PRJNA1209100,SAMN46726937,Invertebrate,2404900801,PRINCETON UNIVERSITY,2018-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609212,Egypt,Africa,Egypt:Cairo,Illumina NovaSeq 6000,AWL4,Outdoors,AWL4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:48:00Z,1,AWL4,SRP556564,whole body
SRR32272079,WGS,300,8087952900,PRJNA1209100,SAMN46726936,Invertebrate,2800771145,PRINCETON UNIVERSITY,2018-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609211,Morocco,Africa,Morocco:Tanger,Illumina NovaSeq 6000,TNG6,Outdoors,TNG6,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:49:00Z,1,TNG6,SRP556564,whole body
SRR32272080,WGS,300,7532267400,PRJNA1209100,SAMN46726935,Invertebrate,2574893578,PRINCETON UNIVERSITY,2018-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609210,Morocco,Africa,Morocco:Tanger,Illumina NovaSeq 6000,TNG5,Outdoors,TNG5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:47:00Z,1,TNG5,SRP556564,whole body
SRR32272081,WGS,300,7561653000,PRJNA1209100,SAMN46726934,Invertebrate,2642106195,PRINCETON UNIVERSITY,2019-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609209,Croatia,Europe,Croatia:Osijek,Illumina NovaSeq 6000,OSJb5,Indoors,OSJb5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:47:00Z,1,OSJb5,SRP556564,whole body
SRR32272082,WGS,300,7297034100,PRJNA1209100,SAMN46726933,Invertebrate,2505369942,PRINCETON UNIVERSITY,2019-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609208,Croatia,Europe,Croatia:Osijek,Illumina NovaSeq 6000,OSJb4,Indoors,OSJb4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:47:00Z,1,OSJb4,SRP556564,whole body
SRR32272083,WGS,300,7475822400,PRJNA1209100,SAMN46726932,Invertebrate,2551680005,PRINCETON UNIVERSITY,2012-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609207,Tunisia,Africa,Tunisia:Fontaine,Illumina NovaSeq 6000,FON7,Outdoors,FON7,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:47:00Z,1,FON7,SRP556564,whole body
SRR32272084,WGS,300,8217380700,PRJNA1209100,SAMN46726931,Invertebrate,3059298232,PRINCETON UNIVERSITY,2012-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609206,Tunisia,Africa,Tunisia:Fontaine,Illumina NovaSeq 6000,FON6,Outdoors,FON6,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:47:00Z,1,FON6,SRP556564,whole body
SRR32272085,WGS,300,13416099000,PRJNA1209100,SAMN46726913,Invertebrate,5598472873,PRINCETON UNIVERSITY,2018-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609205,Morocco,Africa,Morocco:Tanger,Illumina NovaSeq 6000,TNG2,Outdoors,TNG2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:51:00Z,1,TNG2,SRP556564,whole body
SRR32272086,WGS,300,2465381100,PRJNA1209100,SAMN46726930,Invertebrate,813026528,PRINCETON UNIVERSITY,2019-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609204,USA,North America,USA:Raleigh,Illumina NovaSeq 6000,RAL6,Outdoors,RAL6,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:45:00Z,1,RAL6,SRP556564,whole body
SRR32272087,WGS,300,2054022000,PRJNA1209100,SAMN46726929,Invertebrate,710892666,PRINCETON UNIVERSITY,2019-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609203,USA,North America,USA:Raleigh,Illumina NovaSeq 6000,RAL5,Outdoors,RAL5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:44:00Z,1,RAL5,SRP556564,whole body
SRR32272088,WGS,300,7188559800,PRJNA1209100,SAMN46726928,Invertebrate,2377022193,PRINCETON UNIVERSITY,2018-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609202,Taiwan,Asia,Taiwan:Kaohsiung,Illumina NovaSeq 6000,TWSb5,Indoors,TWSb5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:47:00Z,1,TWSb5,SRP556564,whole body
SRR32272089,WGS,300,10542588900,PRJNA1209100,SAMN46726927,Invertebrate,3535054839,PRINCETON UNIVERSITY,2018-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609201,Taiwan,Asia,Taiwan:Kaohsiung,Illumina NovaSeq 6000,TWSb4,Indoors,TWSb4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:51:00Z,1,TWSb4,SRP556564,whole body
SRR32272090,WGS,300,10782711900,PRJNA1209100,SAMN46726926,Invertebrate,3528885284,PRINCETON UNIVERSITY,2018-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609200,Taiwan,Asia,Taiwan:Kaohsiung,Illumina NovaSeq 6000,TWSb3,Indoors,TWSb3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:48:00Z,1,TWSb3,SRP556564,whole body
SRR32272091,WGS,300,19912949400,PRJNA1209100,SAMN46726925,Invertebrate,6625626724,PRINCETON UNIVERSITY,2020-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609199,Taiwan,Asia,Taiwan:Chiayi County,Illumina NovaSeq 6000,TWS5,Outdoors,TWS5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:53:00Z,1,TWS5,SRP556564,whole body
SRR32272092,WGS,300,20469768000,PRJNA1209100,SAMN46726924,Invertebrate,6906798513,PRINCETON UNIVERSITY,2020-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609198,Taiwan,Asia,Taiwan:Chiayi County,Illumina NovaSeq 6000,TWS4,Outdoors,TWS4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T01:01:00Z,1,TWS4,SRP556564,whole body
SRR32272093,WGS,300,12874293600,PRJNA1209100,SAMN46726923,Invertebrate,4358908426,PRINCETON UNIVERSITY,2020-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609197,Taiwan,Asia,Taiwan:Chiayi County,Illumina NovaSeq 6000,TWS3,Outdoors,TWS3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:56:00Z,1,TWS3,SRP556564,whole body
SRR32272094,WGS,300,19264529100,PRJNA1209100,SAMN46726922,Invertebrate,6563912795,PRINCETON UNIVERSITY,2020-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609196,Taiwan,Asia,Taiwan:Chiayi County,Illumina NovaSeq 6000,TWS2,Outdoors,TWS2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:59:00Z,1,TWS2,SRP556564,whole body
SRR32272095,WGS,300,17870809200,PRJNA1209100,SAMN46726921,Invertebrate,6049003490,PRINCETON UNIVERSITY,2020-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609195,Taiwan,Asia,Taiwan:Chiayi County,Illumina NovaSeq 6000,TWS1,Outdoors,TWS1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:57:00Z,1,TWS1,SRP556564,whole body
SRR32272096,WGS,300,2457290400,PRJNA1209100,SAMN46726912,Invertebrate,852430779,PRINCETON UNIVERSITY,2018-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609194,Morocco,Africa,Morocco:Tanger,Illumina NovaSeq 6000,TNG1,Outdoors,TNG1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:48:00Z,1,TNG1,SRP556564,whole body
SRR32272097,WGS,300,7110805200,PRJNA1209100,SAMN46726911,Invertebrate,2472202810,PRINCETON UNIVERSITY,2018-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27609193,China,Asia,China:Wuhan,Illumina NovaSeq 6000,WUH6,Outdoors,WUH6,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-08T00:48:00Z,1,WUH6,SRP556564,whole body
SRR32255632,WGS,300,4797027300,PRJNA1209100,SAMN46206764,Invertebrate,1512141391,PRINCETON UNIVERSITY,2018-11-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593524,Russia,Europe,Russia:Moscow,Illumina NovaSeq 6000,MOSb3,indoors,MOSb3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:35:00Z,1,MOSb3,SRP556564,Whole body
SRR32255633,WGS,300,5731002000,PRJNA1209100,SAMN46206763,Invertebrate,1828642380,PRINCETON UNIVERSITY,2018-11-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593523,Russia,Europe,Russia:Moscow,Illumina NovaSeq 6000,MOSb2,indoors,MOSb2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:35:00Z,1,MOSb2,SRP556564,Whole body
SRR32255634,WGS,300,15140202600,PRJNA1209100,SAMN46206840,Invertebrate,4862224647,PRINCETON UNIVERSITY,2018-09-13,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593522,USA,North America,USA:Bakersfield,Illumina NovaSeq 6000,BKF4,outdoors,BKF4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:39:00Z,1,BKF4,SRP556564,Whole body
SRR32255635,WGS,300,14551331100,PRJNA1209100,SAMN46206839,Invertebrate,4659548792,PRINCETON UNIVERSITY,2018-08-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593521,USA,North America,USA:Bakersfield,Illumina NovaSeq 6000,BKF3,outdoors,BKF3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:40:00Z,1,BKF3,SRP556564,Whole body
SRR32255636,WGS,300,9720856500,PRJNA1209100,SAMN46206838,Invertebrate,3092718167,PRINCETON UNIVERSITY,2018-07-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593520,USA,North America,USA:Bakersfield,Illumina NovaSeq 6000,BKF2,outdoors,BKF2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:37:00Z,1,BKF2,SRP556564,Whole body
SRR32255637,WGS,300,17029530900,PRJNA1209100,SAMN46206837,Invertebrate,5472350550,PRINCETON UNIVERSITY,2018-07-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593519,USA,North America,USA:Bakersfield,Illumina NovaSeq 6000,BKF1,outdoors,BKF1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:41:00Z,1,BKF1,SRP556564,Whole body
SRR32255638,WGS,300,8584015200,PRJNA1209100,SAMN46206836,Invertebrate,2766218721,PRINCETON UNIVERSITY,2018-09-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593518,USA,North America,USA:Sacramento,Illumina NovaSeq 6000,SACb2,indoors,SACb2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:37:00Z,1,SACb2,SRP556564,Whole body
SRR32255639,WGS,300,2854486800,PRJNA1209100,SAMN46206833,Invertebrate,940608130,PRINCETON UNIVERSITY,2018-09-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593517,USA,North America,USA:Sacramento,Illumina NovaSeq 6000,SAC2,outdoors,SAC2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:34:00Z,1,SAC2,SRP556564,Whole body
SRR32255640,WGS,300,17643613500,PRJNA1209100,SAMN46206831,Invertebrate,6464771701,PRINCETON UNIVERSITY,2017-09-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593516,Russia,Europe,Russia:Sukko,Illumina NovaSeq 6000,KRS5,outdoors,KRS5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:40:00Z,1,KRS5,SRP556564,Whole body
SRR32255641,WGS,300,15117032700,PRJNA1209100,SAMN46206830,Invertebrate,4883508301,PRINCETON UNIVERSITY,2017-09-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593515,Russia,Europe,Russia:Sukko,Illumina NovaSeq 6000,KRS4,outdoors,KRS4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:41:00Z,1,KRS4,SRP556564,Whole body
SRR32255642,WGS,300,13857097500,PRJNA1209100,SAMN46206829,Invertebrate,4588465009,PRINCETON UNIVERSITY,2017-09-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593514,Russia,Europe,Russia:Novorossiisk,Illumina NovaSeq 6000,KRS3,outdoors,KRS3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:40:00Z,1,KRS3,SRP556564,Whole body
SRR32255643,WGS,300,6500373900,PRJNA1209100,SAMN46206762,Invertebrate,2066971169,PRINCETON UNIVERSITY,2018-11-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593513,Russia,Europe,Russia:Moscow,Illumina NovaSeq 6000,MOSb1,indoors,MOSb1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:38:00Z,1,MOSb1,SRP556564,Whole body
SRR32255644,WGS,300,12789203100,PRJNA1209100,SAMN46206828,Invertebrate,4180054141,PRINCETON UNIVERSITY,2018-09-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593512,Russia,Europe,Russia:Anapa,Illumina NovaSeq 6000,KRS2,outdoors,KRS2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:39:00Z,1,KRS2,SRP556564,Whole body
SRR32255645,WGS,300,19236980100,PRJNA1209100,SAMN46206827,Invertebrate,7024823708,PRINCETON UNIVERSITY,2018-09-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593511,Russia,Europe,Russia:Utash,Illumina NovaSeq 6000,KRS1,outdoors,KRS1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:50:00Z,1,KRS1,SRP556564,Whole body
SRR32255646,WGS,300,13979091000,PRJNA1209100,SAMN46206826,Invertebrate,4497473352,PRINCETON UNIVERSITY,2019-01-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593510,Argentina,South America,Argentina:Rio Negro Province,Illumina NovaSeq 6000,RIC1,outdoors,RIC1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:38:00Z,1,RIC1,SRP556564,Whole body
SRR32255647,WGS,300,12192083400,PRJNA1209100,SAMN46206825,Invertebrate,3935389026,PRINCETON UNIVERSITY,2019-01-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593509,Argentina,South America,Argentina:Chubut Province,Illumina NovaSeq 6000,GAI1,outdoors,GAI1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:38:00Z,1,GAI1,SRP556564,Whole body
SRR32255648,WGS,300,11250487200,PRJNA1209100,SAMN46206824,Invertebrate,3816438689,PRINCETON UNIVERSITY,2019-01-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593508,Argentina,South America,Argentina:Buenos Aires Province,Illumina NovaSeq 6000,BAH1,outdoors,BAH1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:39:00Z,1,BAH1,SRP556564,Whole body
SRR32255649,WGS,300,14056953600,PRJNA1209100,SAMN46206823,Invertebrate,4894788053,PRINCETON UNIVERSITY,2018-12-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593507,Argentina,South America,Argentina:Buenos Aires Province,Illumina NovaSeq 6000,CTT6,outdoors,CTT6,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:39:00Z,1,CTT6,SRP556564,Whole body
SRR32255650,WGS,300,13857499200,PRJNA1209100,SAMN46206822,Invertebrate,4676698843,PRINCETON UNIVERSITY,2019-01-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593506,Argentina,South America,Argentina:Buenos Aires Province,Illumina NovaSeq 6000,CTT1,outdoors,CTT1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:42:00Z,1,CTT1,SRP556564,Whole body
SRR32255651,WGS,300,9217885500,PRJNA1209100,SAMN46206821,Invertebrate,2932076412,PRINCETON UNIVERSITY,2015-06-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593505,Japan,Asia,Japan:Tokyo,Illumina NovaSeq 6000,TKY5,outdoors,TKY5,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:39:00Z,1,TKY5,SRP556564,Whole body
SRR32255652,WGS,300,11590761900,PRJNA1209100,SAMN46206820,Invertebrate,3728156114,PRINCETON UNIVERSITY,2018-07-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593504,Japan,Asia,Japan:Tokyo,Illumina NovaSeq 6000,TKY4,outdoors,TKY4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:39:00Z,1,TKY4,SRP556564,Whole body
SRR32255653,WGS,300,11636181300,PRJNA1209100,SAMN46206819,Invertebrate,3736504208,PRINCETON UNIVERSITY,2018-07-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593503,Japan,Asia,Japan:Tokyo,Illumina NovaSeq 6000,TKY3,outdoors,TKY3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:40:00Z,1,TKY3,SRP556564,Whole body
SRR32255654,WGS,300,9249813900,PRJNA1209100,SAMN46206761,Invertebrate,2972684479,PRINCETON UNIVERSITY,2018-05-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593502,Sweden,Europe,Sweden:Vastervik,Illumina NovaSeq 6000,SWEb3,indoors,SWEb3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:37:00Z,1,SWEb3,SRP556564,Whole body
SRR32255655,WGS,300,10304689500,PRJNA1209100,SAMN46206818,Invertebrate,3341261250,PRINCETON UNIVERSITY,2018-03-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593501,Japan,Asia,Japan:Tokyo,Illumina NovaSeq 6000,TKY2,outdoors,TKY2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:37:00Z,1,TKY2,SRP556564,Whole body
SRR32255656,WGS,300,9777834600,PRJNA1209100,SAMN46206817,Invertebrate,3198651900,PRINCETON UNIVERSITY,2018-03-14,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593500,Japan,Asia,Japan:Tokyo,Illumina NovaSeq 6000,TKY1,outdoors,TKY1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:37:00Z,1,TKY1,SRP556564,Whole body
SRR32255657,WGS,300,11820553200,PRJNA1209100,SAMN46206816,Invertebrate,3797082674,PRINCETON UNIVERSITY,2018-09-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593499,China,Asia,China:Wuhan,Illumina NovaSeq 6000,WUH4,outdoors,WUH4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:38:00Z,1,WUH4,SRP556564,Whole body
SRR32255658,WGS,300,13121510700,PRJNA1209100,SAMN46206815,Invertebrate,4229363607,PRINCETON UNIVERSITY,2018-09-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593498,China,Asia,China:Wuhan,Illumina NovaSeq 6000,WUH3,outdoors,WUH3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:38:00Z,1,WUH3,SRP556564,Whole body
SRR32255659,WGS,300,8990787000,PRJNA1209100,SAMN46206814,Invertebrate,2887197407,PRINCETON UNIVERSITY,2018-09-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593497,China,Asia,China:Wuhan,Illumina NovaSeq 6000,WUH2,outdoors,WUH2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:37:00Z,1,WUH2,SRP556564,Whole body
SRR32255660,WGS,300,10226990100,PRJNA1209100,SAMN46206813,Invertebrate,3478691794,PRINCETON UNIVERSITY,2018-09-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593496,China,Asia,China:Wuhan,Illumina NovaSeq 6000,WUH1,outdoors,WUH1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:38:00Z,1,WUH1,SRP556564,Whole body
SRR32255661,WGS,300,12366286500,PRJNA1209100,SAMN46206811,Invertebrate,3983015347,PRINCETON UNIVERSITY,2018-08-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593495,Switzerland,Europe,Switzerland:Ticino,Illumina NovaSeq 6000,TIC1,outdoors,TIC1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:39:00Z,1,TIC1,SRP556564,Whole body
SRR32255662,WGS,300,11610927600,PRJNA1209100,SAMN46206810,Invertebrate,3763150856,PRINCETON UNIVERSITY,2018-07-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593494,Switzerland,Europe,Switzerland:Uri,Illumina NovaSeq 6000,URI2,outdoors,URI2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:38:00Z,1,URI2,SRP556564,Whole body
SRR32255663,WGS,300,13596239400,PRJNA1209100,SAMN46206809,Invertebrate,4646138743,PRINCETON UNIVERSITY,2018-07-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27593493,Switzerland,Europe,Switzerland:Uri,Illumina NovaSeq 6000,URI1,outdoors,URI1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-06T11:38:00Z,1,URI1,SRP556564,Whole body
